workerid,stim_id,degree,superordinate_pl,NP_sg,NP_pl,np_expectations,adj_polarity,val,subFreq,superFreq
worker_179,25,length,entertainment,movie,movies,high,negative,0,182764607,111395809
worker_179,80,weight,electronic devices,cell phone,cell phones,low,negative,1,24281813,631257
worker_179,19,height,people,basketball player,basketball players,high,negative,0,174833,480323270
worker_179,86,width,animal dens,mouse den,mouse holes,low,negative,1,1789,324
worker_179,31,loudness_n,pets,fish,fish,low,negative,1,52768568,26155002
worker_179,29,loudness,concerts,rock concert,rock concerts,high,negative,0,67033,8711738
worker_179,88,width,waterways,creek,creeks,low,negative,1,862386,1843915
worker_179,9,hardness,vegetables,cucumber,cucumbers,high,negative,0,463636,9067552
worker_179,49,price,alcoholic drinks,six-pack of beer,beers,low,negative,1,2634057,377118
worker_179,71,strength,walls,mansion,mansions,high,negative,0,797050,14838230
worker_179,51,size,plants,tree,trees,high,negative,0,27379426,35939932
worker_179,73,temperature_h,drinks,milkshake,milkshakes,low,negative,1,99722,11137329
worker_179,54,size,fruit,kumquat,kumquats,low,negative,1,23947,22768964
worker_179,30,loudness_n,venues,party,parties,high,negative,0,52799939,9389442
worker_179,60,speed,animals,sloth,sloths,low,negative,1,57052,58179731
worker_179,27,length,races,sprinting race,sprints,low,negative,1,444674,9715279
worker_179,24,length,vehicles,limousine,limousines,high,negative,0,15896227,37254742
worker_179,67,strength,people,teenager,teenagers,medium,negative,0,4979216,480323270
worker_179,44,price,spices,garlic,garlic,medium,negative,1,5884664,2836609
worker_179,12,hardness,fruit,mango,mangos,medium,negative,1,100913,22768964
worker_179,78,weight,animals,monkey,monkeys,medium,negative,1,4144229,58179731
worker_179,61,speed,cookware,frying pan,frying pans,medium,negative,0,71800,3617598
worker_179,89,width,roads,street,streets,medium,negative,1,15936688,15093824
worker_179,47,price,berries,strawberries,strawberries,low,negative,1,1437661,1879643
worker_325,64,speed,pets,cat,cats,medium,negative,0,15738388,26155002
worker_325,3,darkness,cakes,chocolate cake,chocolate cakes,low,negative,1,32745,5565768
worker_325,61,speed,cookware,crockpot,crockpots,low,negative,1,11879,3617598
worker_325,18,height,flowers,tulip,tulips,medium,negative,0,1149010,58380229
worker_325,67,strength,people,teenager,teenagers,medium,negative,0,4979216,480323270
worker_325,24,length,vehicles,pick-up truck,pick up trucks,medium,negative,0,21984,37254742
worker_325,83,weight,materials,silk,silks,low,negative,1,418180,83903351
worker_325,73,temperature_h,drinks,milkshake,milkshakes,low,negative,1,99722,11137329
worker_325,49,price,alcoholic drinks,six-pack of beer,beers,low,negative,1,2634057,377118
worker_325,89,width,roads,street,streets,medium,negative,0,15936688,15093824
worker_325,44,price,spices,salt,salts,low,negative,1,2145134,2836609
worker_325,58,size,dogs,chihuahua,chihuahuas,low,negative,1,164502,28409576
worker_325,88,width,waterways,creek,creeks,low,negative,1,862386,1843915
worker_325,75,temperature_h,locations,oven,ovens,high,negative,0,3443150,58471896
worker_325,41,price,statues,platinum,platinum statue,high,negative,0,503,2837498
worker_325,53,size,insects,moth,moths,medium,negative,0,804700,5119814
worker_325,86,width,animal dens,bear den,bear dens,high,negative,0,2361,324
worker_325,70,strength,paints,watercolor,watercolors,low,negative,0,567707,3617496
worker_325,85,weight,fruit,watermelon,watermelons,high,negative,0,190836,22768964
worker_325,77,temperature_h,food,muffin,muffins,medium,negative,0,1333924,180152837
worker_325,23,length,readings,story,stories,medium,negative,0,115510308,8678675
worker_325,12,hardness,fruit,mango,mangos,medium,negative,0,100913,22768964
worker_325,34,loudness_n,instruments,harp,harps,low,negative,1,302445,48493077
worker_325,69,strength,athletes,wrestler,wrestlers,high,negative,0,772270,7268360
worker_325,46,price,clothes,coat,coats,medium,negative,0,4107452,27039649
worker_325,11,hardness,floors,carpet,carpet floors,low,negative,1,38431,7863848
worker_325,4,darkness,times of day,dusk,dusks,medium,negative,1,3542,99907
worker_325,14,hardness,furniture,pillow,pillows,low,negative,1,3970202,67400151
worker_325,71,strength,walls,tent,tents,low,negative,1,3850460,14838230
worker_325,22,length,pets,mouse,mice,low,negative,1,11969407,26155002
worker_325,59,speed,people,walker,walkers,low,negative,0,1526422,480323270
worker_325,6,darkness,flowers,dahlia,dahlias,low,negative,0,135476,58380229
worker_325,10,hardness,candies,jolly rancher,jollies,high,negative,0,40797,1298890
worker_325,15,height,animals,giraffe,giraffes,high,negative,0,260416,58179731
worker_325,35,loudness,people,baby,babies,high,negative,0,13073168,480323270
worker_325,20,height,trees,redwood tree,redwood trees,high,negative,0,27197,27379426
worker_325,74,temperature,seasons,fall,fall days,medium,negative,1,12564,12035578
worker_325,56,size,vehicles,smartcar,smartcars,low,negative,1,1843,37254742
worker_325,81,weight,furniture,chair,chairs,medium,negative,0,15833441,67400151
worker_325,33,loudness_n,birds,finch,finches,low,negative,0,280095,19695831
worker_325,51,size,plants,bush,bushes,medium,negative,0,1558141,35939932
worker_325,2,darkness,paint,blue paint,blue paints,medium,negative,0,543,21928120
worker_325,39,loudness_n,boats,sailboat,sailboats,medium,negative,1,498658,15603129
worker_325,66,speed_f,aircrafts,plane,planes,high,negative,0,6448506,237522
worker_325,79,weight,people,baby,babies,low,negative,1,13073168,480323270
worker_325,17,height,people,teenager,teenagers,medium,negative,0,4979216,480323270
worker_325,87,width,roads,highway,highways,high,negative,0,5745573,15093824
worker_325,27,length,races,triathlon race,triathlon races,high,negative,0,1415,9715279
worker_071,40,loudness,guitars,ukelele,ukeleles,low,negative,1,11454,7278585
worker_071,5,darkness,writing tools,pen,pens,medium,negative,1,5794539,141108
worker_071,36,loudness_n,places,village,villages,low,negative,1,6997181,51698261
worker_071,37,loudness_n,vehicles,car,cars,medium,negative,0,109722086,37254742
worker_071,18,height,flowers,pansy,pansies,low,negative,0,176007,58380229
worker_071,17,height,people,adult,adults,high,negative,0,32847475,480323270
worker_071,71,strength,walls,mansion,mansions,high,negative,0,797050,14838230
worker_071,10,hardness,candies,jolly rancher,jollies,high,negative,0,40797,1298890
worker_071,27,length,races,triathlon race,triathlon races,high,negative,0,1415,9715279
worker_071,67,strength,people,teenager,teenagers,medium,negative,0,4979216,480323270
worker_071,83,weight,materials,silk,silks,low,negative,1,418180,83903351
worker_071,61,speed,cookware,instant pot,instant pot,high,negative,0,354,3617598
worker_071,1,darkness,birds,crow,crows,low,negative,1,1295877,19695831
worker_071,56,size,vehicles,smartcar,smartcars,low,negative,1,1843,37254742
worker_071,89,width,roads,boulevard,boulevards,high,negative,1,278244,15093824
worker_071,9,hardness,vegetables,tomato,tomatoes,medium,negative,0,5924980,9067552
worker_071,87,width,roads,side road,side roads,low,negative,1,35379,15093824
worker_071,13,hardness,materials,cotton,cottons,low,negative,1,214521,83903351
worker_071,4,darkness,times of day,day,days,high,negative,0,305158140,99907
worker_071,75,temperature_h,locations,oven,ovens,high,negative,0,3443150,58471896
worker_071,58,size,dogs,great dane,great danes,high,negative,0,115558,28409576
worker_071,48,price,meat,pork,pork,low,negative,0,5973716,17654214
worker_071,73,temperature_h,drinks,milkshake,milkshakes,low,negative,1,99722,11137329
worker_071,2,darkness,paint,white paint,white paints,high,negative,0,1447,21928120
worker_071,63,speed_f,boats,sailboat,sailboats,medium,negative,1,498658,15603129
worker_071,44,price,spices,salt,salts,low,negative,0,2145134,2836609
worker_071,70,strength,paints,watercolor,watercolors,low,negative,0,567707,3617496
worker_071,20,height,trees,alpine tree,alpine trees,medium,negative,0,1447,27379426
worker_071,77,temperature_h,food,muffin,muffins,medium,negative,0,1333924,180152837
worker_071,50,price,restaurants,Korean restaurant,korean restaurants,medium,negative,0,37242,58580418
worker_071,90,width,doors,patio door,patio doors,medium,negative,0,222702,20230179
worker_071,78,weight,animals,elephant,elephants,high,negative,0,2082778,58179731
worker_071,22,length,pets,mouse,mice,low,negative,1,11969407,26155002
worker_071,21,length,dogs,chihuahua,chihuahuas,low,negative,1,164502,28409576
worker_071,84,weight,vehicles,bike,bikes,low,negative,0,10741844,37254742
worker_071,24,length,vehicles,pick-up truck,pick up trucks,medium,negative,0,21984,37254742
worker_071,55,size,fish,herring,herrings,low,negative,1,137142,52768568
worker_071,64,speed,pets,turtle,turtles,low,negative,1,2572647,26155002
worker_071,59,speed,people,jogger,joggers,medium,negative,1,260504,480323270
worker_071,74,temperature,seasons,fall,fall days,medium,negative,1,12564,12035578
worker_071,43,price,shoes,sneakers,sneakers,medium,negative,1,1435693,80761516
worker_071,12,hardness,fruit,melon,melons,high,negative,0,1015937,22768964
worker_071,86,width,animal dens,mouse den,mouse holes,low,negative,1,1789,324
worker_071,69,strength,athletes,cyclist,cyclists,medium,negative,0,1228897,7268360
worker_071,85,weight,fruit,orange,oranges,medium,negative,1,1523633,22768964
worker_071,34,loudness_n,instruments,horn,horns,high,negative,0,2427037,48493077
worker_071,15,height,animals,giraffe,giraffes,high,negative,0,260416,58179731
worker_071,54,size,fruit,peach,peaches,medium,negative,1,1484097,22768964
worker_112,18,height,flowers,pansy,pansies,low,negative,0,176007,58380229
worker_112,54,size,fruit,kumquat,kumquats,low,negative,1,23947,22768964
worker_112,32,loudness_n,venues,restaurant,restaurants,medium,negative,0,58580418,9389442
worker_112,48,price,meat,steak,steaks,high,negative,0,1646745,17654214
worker_112,25,length,entertainment,movie,movies,high,negative,1,182764607,111395809
worker_112,27,length,races,triathlon race,triathlon races,high,negative,0,1415,9715279
worker_112,14,hardness,furniture,bedboard,bedboards,high,negative,0,2487,67400151
worker_112,75,temperature_h,locations,oven,ovens,high,negative,1,3443150,58471896
worker_112,24,length,vehicles,smartcar,smartcars,low,negative,1,1843,37254742
worker_112,38,loudness,birds,mockingbird,mockingbirds,high,negative,0,39837,19695831
worker_112,65,speed,people,child,children,medium,negative,1,206543771,480323270
worker_112,72,temperature,food,salad,salads,medium,negative,1,2387032,180152837
worker_112,85,weight,fruit,watermelon,watermelons,high,negative,0,190836,22768964
worker_112,66,speed_f,aircrafts,plane,planes,high,negative,0,6448506,237522
worker_112,84,weight,vehicles,bike,bikes,low,negative,1,10741844,37254742
worker_112,88,width,waterways,river,rivers,high,negative,1,11240148,1843915
worker_112,4,darkness,times of day,night,nights,low,negative,0,21265731,99907
worker_112,6,darkness,flowers,rose,roses,medium,negative,0,13588663,58380229
worker_112,69,strength,athletes,golfer,golfers,low,negative,0,1664649,7268360
worker_112,56,size,vehicles,truck,trucks,high,negative,0,13809070,37254742
worker_112,3,darkness,cakes,cheesecake,cheesecakes,high,negative,0,267986,5565768
worker_112,40,loudness,guitars,acoustic guitar,acoustic guitars,medium,negative,0,549025,7278585
worker_112,16,height,buildings,apartment building,apartment buildings,medium,negative,0,312252,27623285
worker_112,55,size,fish,herring,herrings,low,negative,1,137142,52768568
worker_112,77,temperature_h,food,muffin,muffins,medium,negative,1,1333924,180152837
worker_112,79,weight,people,kid,kids,medium,negative,1,96621142,480323270
worker_112,7,darkness,dogs,pitbull,pitbulls,low,negative,1,100803,28409576
worker_112,89,width,roads,boulevard,boulevards,high,negative,1,278244,15093824
worker_112,12,hardness,fruit,banana,bananas,low,negative,1,1891241,22768964
worker_112,52,size,animals,elephant,elephants,high,negative,0,2082778,58179731
worker_112,68,strength,storms,hurricane,hurricanes,high,negative,0,3785008,3614108
worker_112,36,loudness_n,places,village,villages,low,negative,1,6997181,51698261
worker_112,67,strength,people,child,children,low,negative,1,206543771,480323270
worker_112,46,price,clothes,shirt,shirts,low,negative,1,34765824,27039649
worker_112,10,hardness,candies,marshmallow,marshmallows,low,negative,1,301577,1298890
worker_112,87,width,roads,side road,side roads,low,negative,1,35379,15093824
worker_112,60,speed,animals,cheetah,cheetahs,high,negative,0,217628,58179731
worker_112,9,hardness,vegetables,tomato,tomatoes,medium,negative,1,5924980,9067552
worker_112,76,temperature_h,places,sauna,saunas,high,negative,0,934002,51698261
worker_112,15,height,animals,giraffe,giraffes,high,negative,0,260416,58179731
worker_112,21,length,dogs,bassett hound,bassett hounds,medium,negative,0,4658,28409576
worker_112,20,height,trees,alpine tree,alpine trees,medium,negative,0,1447,27379426
worker_112,42,price,rentals,house,houses,medium,negative,1,29896478,61539717
worker_112,82,weight,objects,rock,rocks,high,negative,1,12440121,33848628
worker_112,61,speed,cookware,crockpot,crockpots,low,negative,1,11879,3617598
worker_112,71,strength,walls,condo,condos,medium,negative,0,5467369,14838230
worker_112,44,price,spices,garlic,garlic,medium,negative,0,5884664,2836609
worker_112,86,width,animal dens,fox den,fox dens,medium,negative,0,1610,324
worker_204,2,darkness,paint,black paint,black paints,low,negative,1,820,21928120
worker_204,74,temperature,seasons,summer,summer days,high,negative,0,229054,12035578
worker_204,23,length,readings,poem,poems,low,negative,1,12665322,8678675
worker_204,63,speed_f,boats,rowboat,rowboats,low,negative,1,42015,15603129
worker_204,82,weight,objects,stick,sticks,medium,negative,1,6395033,33848628
worker_204,35,loudness,people,baby,babies,high,negative,0,13073168,480323270
worker_204,30,loudness_n,venues,church,churches,low,negative,1,13467005,9389442
worker_204,17,height,people,adult,adults,high,negative,0,32847475,480323270
worker_204,60,speed,animals,sloth,sloths,low,negative,1,57052,58179731
worker_204,19,height,people,basketball player,basketball players,high,negative,0,174833,480323270
worker_204,83,weight,materials,wool,wool,high,negative,1,7657323,83903351
worker_204,61,speed,cookware,instant pot,instant pot,high,negative,0,354,3617598
worker_204,7,darkness,dogs,spaniel,spaniels,medium,negative,0,195570,28409576
worker_204,31,loudness_n,pets,fish,fish,low,negative,1,52768568,26155002
worker_204,12,hardness,fruit,mango,mangos,medium,negative,1,100913,22768964
worker_204,72,temperature,food,ice cream,ice cream,low,negative,1,6277647,180152837
worker_204,84,weight,vehicles,truck,trucks,high,negative,0,13809070,37254742
worker_204,22,length,pets,hamster,hamsters,medium,negative,1,633540,26155002
worker_204,21,length,dogs,dachshund,dachshunds,high,negative,0,116109,28409576
worker_204,52,size,animals,elephant,elephants,high,negative,0,2082778,58179731
worker_204,16,height,buildings,apartment building,apartment buildings,medium,negative,0,312252,27623285
worker_204,67,strength,people,teenager,teenagers,medium,negative,1,4979216,480323270
worker_204,86,width,animal dens,bear den,bear dens,high,negative,0,2361,324
worker_204,71,strength,walls,tent,tents,low,negative,1,3850460,14838230
worker_204,57,size,appliances,oven,ovens,medium,negative,0,3443150,23847029
worker_204,24,length,vehicles,smartcar,smartcars,low,negative,1,1843,37254742
worker_204,78,weight,animals,fish,fish,low,negative,0,52768568,58179731
worker_204,10,hardness,candies,marshmallow,marshmallows,low,negative,1,301577,1298890
worker_204,87,width,roads,highway,highways,high,negative,0,5745573,15093824
worker_204,13,hardness,materials,wood,wood,high,negative,0,51133768,83903351
worker_204,53,size,insects,ant,ants,low,negative,1,2101115,5119814
worker_204,65,speed,people,adult,adults,high,negative,0,32847475,480323270
worker_204,48,price,meat,chicken,chicken,medium,negative,1,20657359,17654214
worker_204,3,darkness,cakes,cheesecake,cheesecakes,high,negative,0,267986,5565768
worker_204,20,height,trees,bonsai tree,bonsai trees,low,negative,1,154424,27379426
worker_204,45,price,bracelets,plastic,plastic bracelets,low,negative,1,3294,6784458
worker_204,55,size,fish,herring,herrings,low,negative,1,137142,52768568
worker_204,88,width,waterways,stream,streams,medium,negative,1,8883635,1843915
worker_204,1,darkness,birds,crow,crows,low,negative,1,1295877,19695831
worker_204,89,width,roads,country lane,country lanes,low,negative,1,51288,15093824
worker_204,70,strength,paints,oil paint,oil paints,high,negative,0,76465,3617496
worker_204,44,price,spices,garlic,garlic,medium,negative,0,5884664,2836609
worker_204,68,strength,storms,hurricane,hurricanes,high,negative,0,3785008,3614108
worker_204,9,hardness,vegetables,tomato,tomatoes,medium,negative,1,5924980,9067552
worker_204,75,temperature_h,locations,oven,ovens,high,negative,0,3443150,58471896
worker_204,37,loudness_n,vehicles,car,cars,medium,negative,1,109722086,37254742
worker_204,46,price,clothes,suit,suits,high,negative,0,7986526,27039649
worker_204,76,temperature_h,places,shopping mall,shopping malls,medium,negative,0,634311,51698261
worker_156,44,price,spices,salt,salts,low,negative,1,2145134,2836609
worker_156,26,length,roads,highway,highways,high,negative,0,5745573,15093824
worker_156,40,loudness,guitars,bass guitar,bass guitars,high,negative,1,445282,7278585
worker_156,74,temperature,seasons,summer,summer days,high,negative,0,229054,12035578
worker_156,18,height,flowers,sunflower,sunflowers,high,negative,0,653916,58380229
worker_156,6,darkness,flowers,rose,roses,medium,negative,1,13588663,58380229
worker_156,27,length,races,sprinting race,sprints,low,negative,1,444674,9715279
worker_156,69,strength,athletes,golfer,golfers,low,negative,1,1664649,7268360
worker_156,88,width,waterways,stream,streams,medium,negative,1,8883635,1843915
worker_156,77,temperature_h,food,smoothie,smoothies,low,negative,1,457222,180152837
worker_156,71,strength,walls,mansion,mansions,high,negative,0,797050,14838230
worker_156,21,length,dogs,dachshund,dachshunds,high,negative,0,116109,28409576
worker_156,20,height,trees,alpine tree,alpine trees,medium,negative,0,1447,27379426
worker_156,35,loudness,people,adult,adults,low,negative,0,32847475,480323270
worker_156,76,temperature_h,places,ice rink,ice rinks,low,negative,1,65504,51698261
worker_156,65,speed,people,elderly person,elderly people,low,negative,1,534085,480323270
worker_156,50,price,restaurants,Chinese restaurant,chinese restaurants,low,negative,1,373328,58580418
worker_156,75,temperature_h,locations,oven,ovens,high,negative,0,3443150,58471896
worker_156,54,size,fruit,watermelon,watermelons,high,negative,0,190836,22768964
worker_156,62,speed_f,vehicles,car,cars,medium,negative,0,109722086,37254742
worker_156,31,loudness_n,pets,parrot,parrots,high,negative,0,1049654,26155002
worker_156,56,size,vehicles,sedan,sedans,medium,negative,0,665446,37254742
worker_156,10,hardness,candies,marshmallow,marshmallows,low,negative,1,301577,1298890
worker_156,12,hardness,fruit,melon,melons,high,negative,0,1015937,22768964
worker_156,8,darkness,animals,panther,panthers,low,negative,1,3695915,58179731
worker_156,42,price,rentals,house,houses,medium,negative,0,29896478,61539717
worker_156,81,weight,furniture,trash can,trash cans,low,negative,1,205208,67400151
worker_156,68,strength,storms,thunderstorm,thunderstorms,medium,negative,0,1410569,3614108
worker_156,87,width,roads,downtown street,downtown streets,medium,negative,1,28751,15093824
worker_156,13,hardness,materials,wood,wood,high,negative,0,51133768,83903351
worker_156,49,price,alcoholic drinks,bottle of top-shelf liquor,liquors,high,negative,0,518686,377118
worker_156,5,darkness,writing tools,pen,pens,medium,negative,1,5794539,141108
worker_156,25,length,entertainment,documentary,documentaries,medium,negative,0,1741319,111395809
worker_156,70,strength,paints,watercolor,watercolors,low,negative,1,567707,3617496
worker_156,80,weight,electronic devices,laptop,laptops,medium,negative,0,22190037,631257
worker_156,63,speed_f,boats,rowboat,rowboats,low,negative,1,42015,15603129
worker_156,9,hardness,vegetables,tomato,tomatoes,medium,negative,1,5924980,9067552
worker_156,3,darkness,cakes,cheesecake,cheesecakes,high,negative,0,267986,5565768
worker_156,19,height,people,jockey,jockeys,low,negative,1,875781,480323270
worker_156,86,width,animal dens,bear den,bear dens,high,negative,0,2361,324
worker_156,79,weight,people,adult,adults,high,negative,0,32847475,480323270
worker_156,84,weight,vehicles,motorcycle,motorcycles,medium,negative,1,5752821,37254742
worker_156,32,loudness_n,venues,restaurant,restaurants,medium,negative,0,58580418,9389442
worker_156,17,height,people,child,children,low,negative,1,206543771,480323270
worker_156,58,size,dogs,chihuahua,chihuahuas,low,negative,1,164502,28409576
worker_156,64,speed,pets,rabbit,rabbits,high,negative,0,2987957,26155002
worker_156,51,size,plants,flower,flowers,low,negative,1,58380229,35939932
worker_156,90,width,doors,back door,back doors,low,negative,0,70114,20230179
worker_246,61,speed,cookware,crockpot,crockpots,low,negative,1,11879,3617598
worker_246,88,width,waterways,river,rivers,high,negative,0,11240148,1843915
worker_246,57,size,appliances,toaster,toasters,low,negative,1,882911,23847029
worker_246,9,hardness,vegetables,tomato,tomatoes,medium,negative,1,5924980,9067552
worker_246,20,height,trees,bonsai tree,bonsai trees,low,negative,1,154424,27379426
worker_246,22,length,pets,mouse,mice,low,negative,1,11969407,26155002
worker_246,26,length,roads,street,streets,medium,negative,1,15936688,15093824
worker_246,83,weight,materials,cotton,cottons,medium,negative,1,214521,83903351
worker_246,30,loudness_n,venues,party,parties,high,negative,0,52799939,9389442
worker_246,78,weight,animals,elephant,elephants,high,negative,0,2082778,58179731
worker_246,19,height,people,golfer,golfers,medium,negative,1,1664649,480323270
worker_246,40,loudness,guitars,ukelele,ukeleles,low,negative,0,11454,7278585
worker_246,42,price,rentals,villa,villas,high,negative,0,9561875,61539717
worker_246,66,speed_f,aircrafts,glider,gliders,low,negative,1,653558,237522
worker_246,76,temperature_h,places,sauna,saunas,high,negative,0,934002,51698261
worker_246,67,strength,people,child,children,low,negative,1,206543771,480323270
worker_246,11,hardness,floors,tile,tile floors,high,negative,0,123821,7863848
worker_246,15,height,animals,monkey,monkeys,medium,negative,1,4144229,58179731
worker_246,77,temperature_h,food,chocolate fondue,chocolate fondues,high,negative,0,1783,180152837
worker_246,89,width,roads,country lane,country lanes,low,negative,1,51288,15093824
worker_246,56,size,vehicles,sedan,sedans,medium,negative,1,665446,37254742
worker_246,36,loudness_n,places,town,towns,medium,negative,1,13337599,51698261
worker_246,5,darkness,writing tools,pencil,pencils,low,negative,0,2459655,141108
worker_246,73,temperature_h,drinks,juice,juices,medium,negative,1,1709952,11137329
worker_246,51,size,plants,bush,bushes,medium,negative,1,1558141,35939932
worker_246,59,speed,people,jogger,joggers,medium,negative,0,260504,480323270
worker_246,71,strength,walls,condo,condos,medium,negative,0,5467369,14838230
worker_246,7,darkness,dogs,poodle,poodles,high,negative,0,255182,28409576
worker_246,47,price,berries,raspberries,raspberries,medium,negative,1,543159,1879643
worker_246,3,darkness,cakes,fruit cake,fruit cakes,medium,negative,0,17124,5565768
worker_246,74,temperature,seasons,fall,fall days,medium,negative,1,12564,12035578
worker_246,80,weight,electronic devices,cell phone,cell phones,low,negative,1,24281813,631257
worker_246,87,width,roads,downtown street,downtown streets,medium,negative,1,28751,15093824
worker_246,43,price,shoes,sandals,sandals,low,negative,1,5022171,80761516
worker_246,64,speed,pets,rabbit,rabbits,high,negative,0,2987957,26155002
worker_246,69,strength,athletes,cyclist,cyclists,medium,negative,0,1228897,7268360
worker_246,17,height,people,child,children,low,negative,1,206543771,480323270
worker_246,32,loudness_n,venues,restaurant,restaurants,medium,negative,1,58580418,9389442
worker_246,70,strength,paints,oil paint,oil paints,high,negative,0,76465,3617496
worker_246,4,darkness,times of day,night,nights,low,negative,1,21265731,99907
worker_246,82,weight,objects,feather,feathers,low,negative,1,2297128,33848628
worker_246,21,length,dogs,dachshund,dachshunds,high,negative,1,116109,28409576
worker_246,10,hardness,candies,jolly rancher,jollies,high,negative,0,40797,1298890
worker_246,53,size,insects,spider,spiders,high,negative,1,2385796,5119814
worker_246,86,width,animal dens,fox den,fox dens,medium,negative,1,1610,324
worker_246,27,length,races,triathlon race,triathlon races,high,negative,0,1415,9715279
worker_246,44,price,spices,salt,salts,low,negative,1,2145134,2836609
worker_246,12,hardness,fruit,mango,mangos,medium,negative,1,100913,22768964
worker_397,31,loudness_n,pets,cat,cats,medium,negative,1,15738388,26155002
worker_397,10,hardness,candies,piece of chocolate,chocolates,medium,negative,1,3141854,1298890
worker_397,2,darkness,paint,blue paint,blue paints,medium,negative,0,543,21928120
worker_397,76,temperature_h,places,sauna,saunas,high,negative,0,934002,51698261
worker_397,24,length,vehicles,smartcar,smartcars,low,negative,1,1843,37254742
worker_397,69,strength,athletes,golfer,golfers,low,negative,0,1664649,7268360
worker_397,43,price,shoes,sandals,sandals,low,negative,1,5022171,80761516
worker_397,18,height,flowers,sunflower,sunflowers,high,negative,0,653916,58380229
worker_397,61,speed,cookware,instant pot,instant pot,high,negative,0,354,3617598
worker_397,4,darkness,times of day,dusk,dusks,medium,negative,1,3542,99907
worker_397,87,width,roads,highway,highways,high,negative,0,5745573,15093824
worker_397,89,width,roads,boulevard,boulevards,high,negative,0,278244,15093824
worker_397,22,length,pets,hamster,hamsters,medium,negative,0,633540,26155002
worker_397,85,weight,fruit,orange,oranges,medium,negative,1,1523633,22768964
worker_397,77,temperature_h,food,muffin,muffins,medium,negative,0,1333924,180152837
worker_397,17,height,people,child,children,low,negative,1,206543771,480323270
worker_397,64,speed,pets,cat,cats,medium,negative,0,15738388,26155002
worker_397,27,length,races,sprinting race,sprints,low,negative,1,444674,9715279
worker_397,14,hardness,furniture,pillow,pillows,low,negative,1,3970202,67400151
worker_397,36,loudness_n,places,village,villages,low,negative,1,6997181,51698261
worker_397,48,price,meat,pork,pork,low,negative,1,5973716,17654214
worker_397,9,hardness,vegetables,cucumber,cucumbers,high,negative,0,463636,9067552
worker_397,80,weight,electronic devices,printer,printers,high,negative,0,26823567,631257
worker_397,62,speed_f,vehicles,truck,trucks,low,negative,1,13809070,37254742
worker_397,70,strength,paints,watercolor,watercolors,low,negative,1,567707,3617496
worker_397,13,hardness,materials,wood,wood,high,negative,0,51133768,83903351
worker_397,20,height,trees,redwood tree,redwood trees,high,negative,0,27197,27379426
worker_397,72,temperature,food,salad,salads,medium,negative,1,2387032,180152837
worker_397,83,weight,materials,wool,wool,high,negative,1,7657323,83903351
worker_397,81,weight,furniture,trash can,trash cans,low,negative,0,205208,67400151
worker_397,75,temperature_h,locations,freezer,freezers,low,negative,1,2253962,58471896
worker_397,40,loudness,guitars,bass guitar,bass guitars,high,negative,0,445282,7278585
worker_397,53,size,insects,spider,spiders,high,negative,1,2385796,5119814
worker_397,68,strength,storms,hurricane,hurricanes,high,negative,0,3785008,3614108
worker_397,30,loudness_n,venues,church,churches,low,negative,1,13467005,9389442
worker_397,63,speed_f,boats,rowboat,rowboats,low,negative,1,42015,15603129
worker_397,67,strength,people,adult,adults,high,negative,0,32847475,480323270
worker_397,46,price,clothes,suit,suits,high,negative,0,7986526,27039649
worker_397,56,size,vehicles,sedan,sedans,medium,negative,0,665446,37254742
worker_397,25,length,entertainment,movie,movies,high,negative,0,182764607,111395809
worker_397,54,size,fruit,watermelon,watermelons,high,negative,0,190836,22768964
worker_397,42,price,rentals,villa,villas,high,negative,0,9561875,61539717
worker_397,19,height,people,golfer,golfers,medium,negative,0,1664649,480323270
worker_397,8,darkness,animals,jaguar,jaguars,high,negative,0,1285032,58179731
worker_397,6,darkness,flowers,dahlia,dahlias,low,negative,1,135476,58380229
worker_397,86,width,animal dens,fox den,fox dens,medium,negative,1,1610,324
worker_397,88,width,waterways,stream,streams,medium,negative,1,8883635,1843915
worker_397,55,size,fish,herring,herrings,low,negative,1,137142,52768568
worker_066,74,temperature,seasons,fall,fall days,medium,negative,1,12564,12035578
worker_066,42,price,rentals,apartment,apartments,low,negative,0,38568857,61539717
worker_066,20,height,trees,redwood tree,redwood trees,high,negative,1,27197,27379426
worker_066,77,temperature_h,food,muffin,muffins,medium,negative,0,1333924,180152837
worker_066,59,speed,people,walker,walkers,low,negative,1,1526422,480323270
worker_066,17,height,people,adult,adults,high,negative,0,32847475,480323270
worker_066,14,hardness,furniture,blanket,blankets,medium,negative,1,4386506,67400151
worker_066,67,strength,people,adult,adults,high,negative,0,32847475,480323270
worker_066,38,loudness,birds,woodpecker,woodpeckers,medium,negative,0,219083,19695831
worker_066,57,size,appliances,oven,ovens,medium,negative,0,3443150,23847029
worker_066,36,loudness_n,places,village,villages,low,negative,1,6997181,51698261
worker_066,62,speed_f,vehicles,truck,trucks,low,negative,1,13809070,37254742
worker_066,64,speed,pets,turtle,turtles,low,negative,1,2572647,26155002
worker_066,66,speed_f,aircrafts,glider,gliders,low,negative,1,653558,237522
worker_066,47,price,berries,raspberries,raspberries,medium,negative,1,543159,1879643
worker_066,27,length,races,relay race,relay races,medium,negative,0,15545,9715279
worker_066,50,price,restaurants,Japanese restaurant,japanese restaurants,high,negative,0,183928,58580418
